14.4,Mbits/sec
5.02,Mbits/sec
7.93,Mbits/sec
9.03,Mbits/sec
8.95,Mbits/sec
8.4,Mbits/sec
7.96,Mbits/sec
8.89,Mbits/sec
9.88,Mbits/sec
9.59,Mbits/sec
9.81,Mbits/sec
10,Mbits/sec
10.2,Mbits/sec
10,Mbits/sec
11.8,Mbits/sec
11.5,Mbits/sec
11.5,Mbits/sec
9.72,Mbits/sec
10.5,Mbits/sec
9.6,Mbits/sec
9.92,Mbits/sec
10.5,Mbits/sec
9.19,Mbits/sec
10.2,Mbits/sec
10.5,Mbits/sec
9.76,Mbits/sec
10.2,Mbits/sec
9.79,Mbits/sec
11,Mbits/sec
8.38,Mbits/sec
10.3,Mbits/sec
10,Mbits/sec
10.6,Mbits/sec
10.5,Mbits/sec
11.5,Mbits/sec
9.54,Mbits/sec
12.8,Mbits/sec
8.26,Mbits/sec
14.2,Mbits/sec
13.9,Mbits/sec
12.1,Mbits/sec
11,Mbits/sec
10.8,Mbits/sec
12.1,Mbits/sec
12,Mbits/sec
11.3,Mbits/sec
7.98,Mbits/sec
8.93,Mbits/sec
8.29,Mbits/sec
11.3,Mbits/sec
11,Mbits/sec
8,Mbits/sec
8.8,Mbits/sec
5.18,Mbits/sec
3.34,Mbits/sec
3.27,Mbits/sec
3.74,Mbits/sec
10.2,Mbits/sec
16.7,Mbits/sec
19.5,Mbits/sec
18.2,Mbits/sec
19.9,Mbits/sec
24.2,Mbits/sec
24.4,Mbits/sec
18,Mbits/sec
21.5,Mbits/sec
25.1,Mbits/sec
22.8,Mbits/sec
24.7,Mbits/sec
24.3,Mbits/sec
22.5,Mbits/sec
22.6,Mbits/sec
17.4,Mbits/sec
19.1,Mbits/sec
18.1,Mbits/sec
20.2,Mbits/sec
20.6,Mbits/sec
14.9,Mbits/sec
15.3,Mbits/sec
8.67,Mbits/sec
16.3,Mbits/sec
17.3,Mbits/sec
16.9,Mbits/sec
22.5,Mbits/sec
20.6,Mbits/sec
18.7,Mbits/sec
11.2,Mbits/sec
17.9,Mbits/sec
6.04,Mbits/sec
12.4,Mbits/sec
6.59,Mbits/sec
8.55,Mbits/sec
11.4,Mbits/sec
11,Mbits/sec
6.2,Mbits/sec
11.1,Mbits/sec
5.35,Mbits/sec
7.87,Mbits/sec
4.69,Mbits/sec
15.1,Mbits/sec
18.1,Mbits/sec
22.8,Mbits/sec
21.3,Mbits/sec
20.7,Mbits/sec
20.8,Mbits/sec
20.9,Mbits/sec
17,Mbits/sec
14,Mbits/sec
6.23,Mbits/sec
3.85,Mbits/sec
4.89,Mbits/sec
9.03,Mbits/sec
10.6,Mbits/sec
0.19,Mbits/sec
0.54,Mbits/sec
0.14,Mbits/sec
0.74,Mbits/sec
11.7,Mbits/sec
18.3,Mbits/sec
10.9,Mbits/sec
5.83,Mbits/sec
5.64,Mbits/sec
0.32,Mbits/sec
0.24,Mbits/sec
0.16,Mbits/sec
16.9,Mbits/sec
3.15,Mbits/sec
0.87,Mbits/sec
0.92,Mbits/sec
0.93,Mbits/sec
1.9,Mbits/sec
2.15,Mbits/sec
2.06,Mbits/sec
1.21,Mbits/sec
1.15,Mbits/sec
0.96,Mbits/sec
1.12,Mbits/sec
1.21,Mbits/sec
2.37,Mbits/sec
2.23,Mbits/sec
2.56,Mbits/sec
2.87,Mbits/sec
4.39,Mbits/sec
4.05,Mbits/sec
1.44,Mbits/sec
0.14,Mbits/sec
9.97,Mbits/sec
4.2,Mbits/sec
5.11,Mbits/sec
4.06,Mbits/sec
3.81,Mbits/sec
3.45,Mbits/sec
1.67,Mbits/sec
1.2,Mbits/sec
0.77,Mbits/sec
0.93,Mbits/sec
18.5,Mbits/sec
10.9,Mbits/sec
17.1,Mbits/sec
18,Mbits/sec
1.75,Mbits/sec
2.1,Mbits/sec
14,Mbits/sec
18.2,Mbits/sec
21.4,Mbits/sec
19.5,Mbits/sec
17.1,Mbits/sec
21.4,Mbits/sec
19,Mbits/sec
24.6,Mbits/sec
25.4,Mbits/sec
24.7,Mbits/sec
23,Mbits/sec
25.4,Mbits/sec
24.6,Mbits/sec
22.6,Mbits/sec
22.7,Mbits/sec
23.8,Mbits/sec
25.1,Mbits/sec
24.5,Mbits/sec
24.6,Mbits/sec
21.9,Mbits/sec
17.6,Mbits/sec
12.5,Mbits/sec
16.8,Mbits/sec
17.9,Mbits/sec
15.6,Mbits/sec
6.67,Mbits/sec
1.62,Mbits/sec
23.2,Mbits/sec
12.6,Mbits/sec
16.1,Mbits/sec
14.7,Mbits/sec
8.41,Mbits/sec
8.75,Mbits/sec
11,Mbits/sec
16.4,Mbits/sec
21.8,Mbits/sec
23.2,Mbits/sec
23.1,Mbits/sec
25.3,Mbits/sec
25.1,Mbits/sec
25.4,Mbits/sec
24.3,Mbits/sec
20.3,Mbits/sec
23.6,Mbits/sec
19.8,Mbits/sec
23.1,Mbits/sec
22,Mbits/sec
23.9,Mbits/sec
23.6,Mbits/sec
24.3,Mbits/sec
24.4,Mbits/sec
23.2,Mbits/sec
22.7,Mbits/sec
22.9,Mbits/sec
23.7,Mbits/sec
23.4,Mbits/sec
23,Mbits/sec
22.1,Mbits/sec
22.2,Mbits/sec
23.1,Mbits/sec
23.2,Mbits/sec
19.1,Mbits/sec
18.8,Mbits/sec
19.5,Mbits/sec
18.8,Mbits/sec
17,Mbits/sec
17.3,Mbits/sec
16.1,Mbits/sec
21.5,Mbits/sec
21.8,Mbits/sec
20.5,Mbits/sec
21.5,Mbits/sec
21.6,Mbits/sec
21.9,Mbits/sec
21.3,Mbits/sec
22.3,Mbits/sec
22.1,Mbits/sec
21.3,Mbits/sec
23.1,Mbits/sec
21.8,Mbits/sec
22.7,Mbits/sec
21,Mbits/sec
22.4,Mbits/sec
19.9,Mbits/sec
20.8,Mbits/sec
18.4,Mbits/sec
16.8,Mbits/sec
17.4,Mbits/sec
15.9,Mbits/sec
8.4,Mbits/sec
11.5,Mbits/sec
10.2,Mbits/sec
13,Mbits/sec
5.73,Mbits/sec
8.75,Mbits/sec
14.8,Mbits/sec
7.44,Mbits/sec
18.3,Mbits/sec
12.7,Mbits/sec
5.95,Mbits/sec
1.47,Mbits/sec
9.11,Mbits/sec
0.66,Mbits/sec
0.73,Mbits/sec
1.46,Mbits/sec
1.6,Mbits/sec
0.4,Mbits/sec
2.42,Mbits/sec
4.3,Mbits/sec
5.57,Mbits/sec
6.33,Mbits/sec
5.16,Mbits/sec
6.58,Mbits/sec
5.97,Mbits/sec
7.17,Mbits/sec
8.05,Mbits/sec
11.8,Mbits/sec
9.16,Mbits/sec
18.1,Mbits/sec
19.4,Mbits/sec
18.4,Mbits/sec
17.4,Mbits/sec
16.6,Mbits/sec
15.3,Mbits/sec
16,Mbits/sec
16.4,Mbits/sec
17.8,Mbits/sec
16.2,Mbits/sec
16.6,Mbits/sec
16.2,Mbits/sec
15.6,Mbits/sec
12.6,Mbits/sec
15,Mbits/sec
17.7,Mbits/sec
15.5,Mbits/sec
18.4,Mbits/sec
16.6,Mbits/sec
15.9,Mbits/sec
17.7,Mbits/sec
16.5,Mbits/sec
16.9,Mbits/sec
13.9,Mbits/sec
12.9,Mbits/sec
15.2,Mbits/sec
14.9,Mbits/sec
10.5,Mbits/sec
13.7,Mbits/sec
12.9,Mbits/sec
12.1,Mbits/sec
13.1,Mbits/sec
12.2,Mbits/sec
9.97,Mbits/sec
14.9,Mbits/sec
15.6,Mbits/sec
8.17,Mbits/sec
11.9,Mbits/sec
7.87,Mbits/sec
19.3,Mbits/sec
20.9,Mbits/sec
18.9,Mbits/sec
8.39,Mbits/sec
6.07,Mbits/sec
7.9,Mbits/sec
3.44,Mbits/sec
11.9,Mbits/sec
15.1,Mbits/sec
18.2,Mbits/sec
18.5,Mbits/sec
16.2,Mbits/sec
14.4,Mbits/sec
11.2,Mbits/sec
9.84,Mbits/sec
17,Mbits/sec
17.4,Mbits/sec
14.6,Mbits/sec
12.7,Mbits/sec
6.45,Mbits/sec
18,Mbits/sec
21.6,Mbits/sec
20.7,Mbits/sec
21.9,Mbits/sec
15.9,Mbits/sec
20.3,Mbits/sec
18.3,Mbits/sec
15.6,Mbits/sec
17.5,Mbits/sec
15.3,Mbits/sec
17,Mbits/sec
17.1,Mbits/sec
18.3,Mbits/sec
10.7,Mbits/sec
13.2,Mbits/sec
14.6,Mbits/sec
19.3,Mbits/sec
20.2,Mbits/sec
21.6,Mbits/sec
20,Mbits/sec
