1.87,Mbits/sec
4.4,Mbits/sec
8.26,Mbits/sec
7.68,Mbits/sec
7.1,Mbits/sec
5.45,Mbits/sec
4.56,Mbits/sec
3.52,Mbits/sec
2.08,Mbits/sec
3.49,Mbits/sec
3.07,Mbits/sec
2.53,Mbits/sec
4.7,Mbits/sec
5.51,Mbits/sec
2.31,Mbits/sec
2.57,Mbits/sec
1.58,Mbits/sec
2.31,Mbits/sec
1.26,Mbits/sec
1.73,Mbits/sec
1.88,Mbits/sec
1.66,Mbits/sec
2.3,Mbits/sec
1.75,Mbits/sec
1.49,Mbits/sec
726,Kbits/sec
0,bits/sec
65.1,Kbits/sec
1.56,Mbits/sec
2.01,Mbits/sec
2.04,Mbits/sec
3.18,Mbits/sec
4.18,Mbits/sec
3.31,Mbits/sec
2.99,Mbits/sec
2.45,Mbits/sec
2.35,Mbits/sec
3.66,Mbits/sec
2.65,Mbits/sec
1.92,Mbits/sec
2.24,Mbits/sec
2.08,Mbits/sec
3.51,Mbits/sec
3.67,Mbits/sec
4.25,Mbits/sec
3.76,Mbits/sec
3.55,Mbits/sec
3.51,Mbits/sec
3.4,Mbits/sec
3.41,Mbits/sec
3.52,Mbits/sec
1.82,Mbits/sec
1.73,Mbits/sec
1.84,Mbits/sec
2.83,Mbits/sec
2.52,Mbits/sec
2.71,Mbits/sec
2.88,Mbits/sec
2.75,Mbits/sec
2.45,Mbits/sec
1.23,Mbits/sec
1.15,Mbits/sec
1.65,Mbits/sec
2.26,Mbits/sec
1.67,Mbits/sec
1.74,Mbits/sec
1.62,Mbits/sec
2.23,Mbits/sec
2.1,Mbits/sec
1.71,Mbits/sec
3,Mbits/sec
3.14,Mbits/sec
2.18,Mbits/sec
2.56,Mbits/sec
2.4,Mbits/sec
2.19,Mbits/sec
2.73,Mbits/sec
2.17,Mbits/sec
1.65,Mbits/sec
888,Kbits/sec
1.3,Mbits/sec
2.19,Mbits/sec
1.54,Mbits/sec
3.23,Mbits/sec
2.96,Mbits/sec
3.67,Mbits/sec
1.29,Mbits/sec
3.34,Mbits/sec
3.3,Mbits/sec
3.34,Mbits/sec
5.21,Mbits/sec
4.03,Mbits/sec
2.5,Mbits/sec
4.52,Mbits/sec
5.83,Mbits/sec
6.66,Mbits/sec
5.71,Mbits/sec
3.16,Mbits/sec
3.93,Mbits/sec
3.94,Mbits/sec
4.26,Mbits/sec
5.71,Mbits/sec
4.68,Mbits/sec
5.87,Mbits/sec
3.49,Mbits/sec
1.75,Mbits/sec
2.27,Mbits/sec
1.87,Mbits/sec
1.78,Mbits/sec
1.29,Mbits/sec
996,Kbits/sec
1.06,Mbits/sec
834,Kbits/sec
943,Kbits/sec
1.04,Mbits/sec
1.84,Mbits/sec
1.62,Mbits/sec
2.01,Mbits/sec
2.2,Mbits/sec
1.85,Mbits/sec
2.45,Mbits/sec
2.16,Mbits/sec
1.46,Mbits/sec
1.33,Mbits/sec
2.31,Mbits/sec
2.23,Mbits/sec
