0.27,Mbits/sec
0.95,Mbits/sec
1.83,Mbits/sec
0.02,Mbits/sec
0.27,Mbits/sec
0.09,Mbits/sec
6.36,Mbits/sec
0.69,Mbits/sec
4.22,Mbits/sec
2.23,Mbits/sec
2.5,Mbits/sec
2.47,Mbits/sec
1.21,Mbits/sec
2.08,Mbits/sec
2.43,Mbits/sec
1.95,Mbits/sec
1.96,Mbits/sec
0.27,Mbits/sec
3.39,Mbits/sec
2.01,Mbits/sec
0.21,Mbits/sec
1.68,Mbits/sec
0.49,Mbits/sec
1.13,Mbits/sec
1.15,Mbits/sec
10.6,Mbits/sec
8.86,Mbits/sec
8.51,Mbits/sec
8.88,Mbits/sec
9.52,Mbits/sec
8.57,Mbits/sec
7.86,Mbits/sec
9.09,Mbits/sec
7.21,Mbits/sec
7.68,Mbits/sec
8.75,Mbits/sec
8.18,Mbits/sec
2.55,Mbits/sec
7.6,Mbits/sec
7.41,Mbits/sec
7.69,Mbits/sec
8.6,Mbits/sec
7.68,Mbits/sec
7.58,Mbits/sec
6.69,Mbits/sec
3.2,Mbits/sec
0.17,Mbits/sec
0,Mbits/sec
0.28,Mbits/sec
0.92,Mbits/sec
0.84,Mbits/sec
0.78,Mbits/sec
0.41,Mbits/sec
1.18,Mbits/sec
3.01,Mbits/sec
3.22,Mbits/sec
3.46,Mbits/sec
1.97,Mbits/sec
1.54,Mbits/sec
1.54,Mbits/sec
1.62,Mbits/sec
1.66,Mbits/sec
0.47,Mbits/sec
2.29,Mbits/sec
1.84,Mbits/sec
2.2,Mbits/sec
2.42,Mbits/sec
2,Mbits/sec
1.96,Mbits/sec
1.91,Mbits/sec
0.97,Mbits/sec
1.91,Mbits/sec
1.58,Mbits/sec
1.41,Mbits/sec
0.31,Mbits/sec
1.8,Mbits/sec
2.04,Mbits/sec
0.71,Mbits/sec
1.47,Mbits/sec
0.63,Mbits/sec
1.77,Mbits/sec
1.03,Mbits/sec
0.72,Mbits/sec
1.51,Mbits/sec
1.52,Mbits/sec
2.2,Mbits/sec
2.11,Mbits/sec
1.95,Mbits/sec
1.69,Mbits/sec
1.66,Mbits/sec
1.62,Mbits/sec
0.19,Mbits/sec
2.08,Mbits/sec
1.59,Mbits/sec
1.71,Mbits/sec
1.69,Mbits/sec
1.55,Mbits/sec
1.92,Mbits/sec
1.47,Mbits/sec
1.39,Mbits/sec
1.35,Mbits/sec
1.16,Mbits/sec
2.09,Mbits/sec
2.76,Mbits/sec
2.63,Mbits/sec
2.88,Mbits/sec
3.28,Mbits/sec
2.88,Mbits/sec
1.81,Mbits/sec
1.88,Mbits/sec
1.53,Mbits/sec
1.67,Mbits/sec
1.82,Mbits/sec
1.67,Mbits/sec
1.75,Mbits/sec
1.54,Mbits/sec
1.23,Mbits/sec
2.45,Mbits/sec
2.36,Mbits/sec
2.74,Mbits/sec
1.97,Mbits/sec
2.64,Mbits/sec
2.56,Mbits/sec
2.4,Mbits/sec
2.56,Mbits/sec
2.59,Mbits/sec
2.32,Mbits/sec
2.27,Mbits/sec
1.75,Mbits/sec
1.01,Mbits/sec
3.18,Mbits/sec
1.49,Mbits/sec
2.7,Mbits/sec
3.06,Mbits/sec
3.62,Mbits/sec
4.13,Mbits/sec
3.79,Mbits/sec
3.31,Mbits/sec
2.37,Mbits/sec
2.4,Mbits/sec
0.74,Mbits/sec
1.31,Mbits/sec
0.92,Mbits/sec
1,Mbits/sec
1.23,Mbits/sec
0.38,Mbits/sec
2.35,Mbits/sec
1.44,Mbits/sec
0.52,Mbits/sec
1.73,Mbits/sec
0.3,Mbits/sec
0.17,Mbits/sec
0.17,Mbits/sec
1.73,Mbits/sec
2.56,Mbits/sec
1,Mbits/sec
0,Mbits/sec
0.12,Mbits/sec
1.56,Mbits/sec
1.46,Mbits/sec
1.87,Mbits/sec
1.4,Mbits/sec
2.16,Mbits/sec
1.45,Mbits/sec
0.52,Mbits/sec
1.33,Mbits/sec
0.02,Mbits/sec
0.11,Mbits/sec
0.08,Mbits/sec
0.12,Mbits/sec
0.12,Mbits/sec
0.15,Mbits/sec
0.13,Mbits/sec
3.31,Mbits/sec
4.59,Mbits/sec
3.73,Mbits/sec
3.47,Mbits/sec
1.65,Mbits/sec
2.29,Mbits/sec
4.24,Mbits/sec
3.88,Mbits/sec
3.72,Mbits/sec
3.28,Mbits/sec
3.35,Mbits/sec
3.04,Mbits/sec
3.29,Mbits/sec
1.38,Mbits/sec
0,Mbits/sec
2.69,Mbits/sec
0.88,Mbits/sec
0.16,Mbits/sec
1.78,Mbits/sec
0.99,Mbits/sec
1.92,Mbits/sec
1.19,Mbits/sec
2.16,Mbits/sec
1.73,Mbits/sec
1.13,Mbits/sec
0.77,Mbits/sec
1.65,Mbits/sec
2.06,Mbits/sec
0.47,Mbits/sec
2.19,Mbits/sec
2.46,Mbits/sec
2.19,Mbits/sec
0.61,Mbits/sec
3.42,Mbits/sec
0.6,Mbits/sec
1.33,Mbits/sec
1.85,Mbits/sec
1.64,Mbits/sec
2.12,Mbits/sec
2.36,Mbits/sec
3.08,Mbits/sec
2.66,Mbits/sec
2.77,Mbits/sec
1.8,Mbits/sec
2.46,Mbits/sec
2.33,Mbits/sec
2.84,Mbits/sec
1.68,Mbits/sec
3.99,Mbits/sec
0.56,Mbits/sec
1.3,Mbits/sec
3.28,Mbits/sec
2.85,Mbits/sec
2.61,Mbits/sec
2.25,Mbits/sec
2.57,Mbits/sec
2.53,Mbits/sec
2.81,Mbits/sec
1.52,Mbits/sec
1.19,Mbits/sec
1,Mbits/sec
0,Mbits/sec
0.25,Mbits/sec
0.43,Mbits/sec
0.21,Mbits/sec
0.99,Mbits/sec
0.79,Mbits/sec
1.03,Mbits/sec
2.1,Mbits/sec
1.05,Mbits/sec
0.14,Mbits/sec
0.13,Mbits/sec
0.35,Mbits/sec
1.14,Mbits/sec
1.05,Mbits/sec
1.46,Mbits/sec
2.82,Mbits/sec
1.26,Mbits/sec
0.29,Mbits/sec
3.06,Mbits/sec
0.69,Mbits/sec
0,Mbits/sec
0.09,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
2.14,Mbits/sec
7,Mbits/sec
8.28,Mbits/sec
6.93,Mbits/sec
7.84,Mbits/sec
8.43,Mbits/sec
7.94,Mbits/sec
8.21,Mbits/sec
9.45,Mbits/sec
9.71,Mbits/sec
10.3,Mbits/sec
8.85,Mbits/sec
10.1,Mbits/sec
9.2,Mbits/sec
10.9,Mbits/sec
9.71,Mbits/sec
9.72,Mbits/sec
9.33,Mbits/sec
7.79,Mbits/sec
11.9,Mbits/sec
8.66,Mbits/sec
0,Mbits/sec
12.9,Mbits/sec
6.83,Mbits/sec
12.9,Mbits/sec
8.24,Mbits/sec
13.4,Mbits/sec
9.46,Mbits/sec
8.06,Mbits/sec
8.86,Mbits/sec
8.17,Mbits/sec
8.9,Mbits/sec
9.31,Mbits/sec
8.06,Mbits/sec
7.17,Mbits/sec
10.7,Mbits/sec
8.89,Mbits/sec
8.8,Mbits/sec
9.97,Mbits/sec
3.52,Mbits/sec
15.2,Mbits/sec
10.7,Mbits/sec
8.38,Mbits/sec
8.76,Mbits/sec
8.69,Mbits/sec
8.05,Mbits/sec
7.98,Mbits/sec
11.3,Mbits/sec
9.28,Mbits/sec
6.15,Mbits/sec
3.9,Mbits/sec
3.78,Mbits/sec
6.71,Mbits/sec
5.69,Mbits/sec
7.63,Mbits/sec
5.12,Mbits/sec
5.96,Mbits/sec
6.41,Mbits/sec
6.16,Mbits/sec
2.72,Mbits/sec
0,Mbits/sec
7.8,Mbits/sec
5.65,Mbits/sec
4.57,Mbits/sec
3.79,Mbits/sec
4.06,Mbits/sec
4.25,Mbits/sec
5.08,Mbits/sec
6.54,Mbits/sec
6.96,Mbits/sec
6.54,Mbits/sec
6.27,Mbits/sec
6.32,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.94,Mbits/sec
3.08,Mbits/sec
0.07,Mbits/sec
0.71,Mbits/sec
0,Mbits/sec
0.28,Mbits/sec
6.53,Mbits/sec
4.47,Mbits/sec
3.33,Mbits/sec
6.19,Mbits/sec
5.34,Mbits/sec
7.51,Mbits/sec
7.16,Mbits/sec
7.03,Mbits/sec
6.8,Mbits/sec
6,Mbits/sec
5.82,Mbits/sec
5.03,Mbits/sec
6.43,Mbits/sec
6.05,Mbits/sec
5.7,Mbits/sec
7.5,Mbits/sec
8.55,Mbits/sec
7.96,Mbits/sec
8.34,Mbits/sec
7.08,Mbits/sec
6.21,Mbits/sec
5.42,Mbits/sec
7.39,Mbits/sec
6,Mbits/sec
6.61,Mbits/sec
4.43,Mbits/sec
3.75,Mbits/sec
6.01,Mbits/sec
6.02,Mbits/sec
7.49,Mbits/sec
11,Mbits/sec
6.76,Mbits/sec
5.58,Mbits/sec
11.1,Mbits/sec
7.11,Mbits/sec
7.8,Mbits/sec
6.46,Mbits/sec
7.18,Mbits/sec
4.36,Mbits/sec
6.14,Mbits/sec
0,Mbits/sec
8.98,Mbits/sec
0,Mbits/sec
10.6,Mbits/sec
0.92,Mbits/sec
0.09,Mbits/sec
0.12,Mbits/sec
0.14,Mbits/sec
0.11,Mbits/sec
0.13,Mbits/sec
0.14,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
0.12,Mbits/sec
0.13,Mbits/sec
0.09,Mbits/sec
0.14,Mbits/sec
0.08,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
0.13,Mbits/sec
0.11,Mbits/sec
0,Mbits/sec
0.29,Mbits/sec
10.1,Mbits/sec
8.7,Mbits/sec
7.59,Mbits/sec
8.28,Mbits/sec
7.38,Mbits/sec
6.32,Mbits/sec
5.58,Mbits/sec
8.06,Mbits/sec
5.75,Mbits/sec
7.38,Mbits/sec
0.95,Mbits/sec
6.37,Mbits/sec
7.82,Mbits/sec
5.55,Mbits/sec
3.78,Mbits/sec
5.57,Mbits/sec
3.16,Mbits/sec
0.07,Mbits/sec
0.65,Mbits/sec
5.11,Mbits/sec
5.84,Mbits/sec
1.65,Mbits/sec
6.59,Mbits/sec
3.55,Mbits/sec
0.51,Mbits/sec
7.01,Mbits/sec
4.24,Mbits/sec
0.14,Mbits/sec
9.65,Mbits/sec
8.35,Mbits/sec
7.77,Mbits/sec
7.61,Mbits/sec
5.88,Mbits/sec
4.3,Mbits/sec
0.62,Mbits/sec
0.49,Mbits/sec
1.42,Mbits/sec
2.03,Mbits/sec
5.25,Mbits/sec
7.23,Mbits/sec
7.59,Mbits/sec
10.7,Mbits/sec
11.1,Mbits/sec
9.62,Mbits/sec
5,Mbits/sec
1.46,Mbits/sec
1.45,Mbits/sec
2.34,Mbits/sec
3.03,Mbits/sec
3.73,Mbits/sec
3.21,Mbits/sec
2.39,Mbits/sec
1.8,Mbits/sec
1.44,Mbits/sec
2.45,Mbits/sec
3.43,Mbits/sec
5.48,Mbits/sec
3.64,Mbits/sec
3.49,Mbits/sec
5.19,Mbits/sec
4.5,Mbits/sec
6.97,Mbits/sec
3.74,Mbits/sec
3.16,Mbits/sec
1.43,Mbits/sec
2.39,Mbits/sec
1.68,Mbits/sec
2.16,Mbits/sec
0.27,Mbits/sec
0.35,Mbits/sec
0.07,Mbits/sec
0.01,Mbits/sec
1.49,Mbits/sec
1.74,Mbits/sec
1.14,Mbits/sec
1.19,Mbits/sec
0.18,Mbits/sec
1.44,Mbits/sec
2.06,Mbits/sec
4.27,Mbits/sec
4.78,Mbits/sec
3.53,Mbits/sec
0.16,Mbits/sec
0.01,Mbits/sec
0.05,Mbits/sec
0.04,Mbits/sec
0.05,Mbits/sec
0.05,Mbits/sec
0.06,Mbits/sec
0.04,Mbits/sec
0.05,Mbits/sec
0.05,Mbits/sec
0.05,Mbits/sec
0.04,Mbits/sec
0.05,Mbits/sec
0.2,Mbits/sec
0.94,Mbits/sec
0.3,Mbits/sec
0.25,Mbits/sec
0.99,Mbits/sec
0.68,Mbits/sec
0.07,Mbits/sec
0.59,Mbits/sec
0.62,Mbits/sec
0.7,Mbits/sec
0.78,Mbits/sec
0.38,Mbits/sec
0.84,Mbits/sec
1.24,Mbits/sec
0.68,Mbits/sec
0.86,Mbits/sec
0.59,Mbits/sec
0.65,Mbits/sec
0.61,Mbits/sec
0.09,Mbits/sec
0.84,Mbits/sec
0.1,Mbits/sec
0.78,Mbits/sec
0.52,Mbits/sec
0.66,Mbits/sec
0.53,Mbits/sec
0.2,Mbits/sec
0.9,Mbits/sec
0.62,Mbits/sec
0.28,Mbits/sec
0.13,Mbits/sec
0.87,Mbits/sec
1.68,Mbits/sec
0.95,Mbits/sec
1.66,Mbits/sec
2.75,Mbits/sec
2.26,Mbits/sec
1.6,Mbits/sec
2.16,Mbits/sec
2.65,Mbits/sec
2.23,Mbits/sec
1.56,Mbits/sec
1.48,Mbits/sec
2.38,Mbits/sec
3.81,Mbits/sec
3.08,Mbits/sec
0.84,Mbits/sec
3.96,Mbits/sec
3.08,Mbits/sec
3.16,Mbits/sec
2.54,Mbits/sec
2.59,Mbits/sec
4.1,Mbits/sec
2.69,Mbits/sec
1.9,Mbits/sec
1.09,Mbits/sec
1.88,Mbits/sec
1.92,Mbits/sec
2.34,Mbits/sec
3.56,Mbits/sec
3.42,Mbits/sec
3.99,Mbits/sec
5.08,Mbits/sec
3.37,Mbits/sec
2.86,Mbits/sec
3.74,Mbits/sec
2.76,Mbits/sec
4.76,Mbits/sec
2.73,Mbits/sec
4.48,Mbits/sec
5.03,Mbits/sec
4.77,Mbits/sec
5.73,Mbits/sec
5.44,Mbits/sec
4.17,Mbits/sec
2.88,Mbits/sec
0.77,Mbits/sec
1.92,Mbits/sec
0,Mbits/sec
2.45,Mbits/sec
2.96,Mbits/sec
2.57,Mbits/sec
3.1,Mbits/sec
4,Mbits/sec
4.39,Mbits/sec
3.96,Mbits/sec
3.3,Mbits/sec
3.96,Mbits/sec
3.8,Mbits/sec
1.61,Mbits/sec
2.25,Mbits/sec
2.1,Mbits/sec
2.13,Mbits/sec
0.73,Mbits/sec
1.72,Mbits/sec
0.69,Mbits/sec
2.92,Mbits/sec
2.07,Mbits/sec
3.27,Mbits/sec
3.01,Mbits/sec
2.05,Mbits/sec
2.12,Mbits/sec
3.09,Mbits/sec
2.9,Mbits/sec
2.95,Mbits/sec
2.87,Mbits/sec
1.44,Mbits/sec
1.47,Mbits/sec
1.58,Mbits/sec
1.69,Mbits/sec
1.3,Mbits/sec
0.04,Mbits/sec
0.38,Mbits/sec
0.14,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.53,Mbits/sec
0.73,Mbits/sec
1,Mbits/sec
0.6,Mbits/sec
0.14,Mbits/sec
0.87,Mbits/sec
0.32,Mbits/sec
0.28,Mbits/sec
0.49,Mbits/sec
0.68,Mbits/sec
0.14,Mbits/sec
0.26,Mbits/sec
0.38,Mbits/sec
0.03,Mbits/sec
0.01,Mbits/sec
0.02,Mbits/sec
0.01,Mbits/sec
0.31,Mbits/sec
0.69,Mbits/sec
0.32,Mbits/sec
0.47,Mbits/sec
0.41,Mbits/sec
0.4,Mbits/sec
